date,EQUITY_A,EQUITY_B,EQUITY_C,DEFENSIVE_D,CYCLICAL_E
2019-04-09,101.610043,110.445212,129.322028,99.574986,100.765016
2019-04-10,101.584089,110.419002,129.058246,100.287264,101.237288
2019-04-11,100.348581,109.749263,131.736874,99.729304,101.719873
2019-04-12,98.221808,108.640392,130.106049,99.322951,102.327552
2019-04-15,99.742903,108.690722,131.735089,99.883704,103.073972
2019-04-16,98.484748,108.099899,130.18792,100.121757,102.389686
2019-04-17,99.639078,110.507894,134.961504,100.837158,104.523252
2019-04-18,101.100464,110.801554,133.341452,100.810728,105.375629
2019-04-19,101.456353,110.398556,135.509066,100.099829,104.0341
2019-04-22,101.273938,108.344085,133.53632,99.572414,106.738674
2019-04-23,101.699758,108.832719,135.318956,100.067736,108.755137
2019-04-24,101.173504,109.975756,139.571903,100.375062,108.665035
2019-04-25,99.712891,108.978019,134.919399,99.94165,106.169502
2019-04-26,99.464684,108.161254,135.969496,99.543432,104.154259
2019-04-29,99.744301,107.71228,138.825769,99.584201,104.994187
2019-04-30,101.523709,107.915818,141.931141,100.0491,104.387811
2019-05-01,102.207961,108.05654,141.42433,100.315481,103.815297
2019-05-02,101.587423,108.871597,141.268602,99.727852,106.861293
2019-05-03,102.994796,109.326052,141.946398,99.092746,107.406773
2019-05-06,103.908279,109.398267,142.176857,98.625114,106.460708
2019-05-07,101.452946,107.264498,140.155031,98.203769,105.880279
2019-05-08,100.87014,106.995716,134.574314,97.8417,106.062344
2019-05-09,100.258213,105.374806,133.108965,96.940173,104.546586
2019-05-10,100.911881,104.176806,131.460158,96.759449,104.147004
2019-05-13,100.4142,104.054023,132.043295,96.924364,103.788827
2019-05-14,99.93953,102.730661,131.54829,96.386867,103.324441
2019-05-15,100.689663,102.467224,133.206326,96.174544,103.402683
2019-05-16,100.292104,102.526495,133.890169,96.452977,103.291056
2019-05-17,99.905934,102.623921,132.611912,95.993803,101.841728
2019-05-20,101.005269,101.798601,132.976981,95.866559,102.251775
2019-05-21,100.601323,101.174566,131.096317,95.624287,100.494275
2019-05-22,101.016101,101.326101,132.762238,96.185294,101.073238
2019-05-23,101.1158,103.392893,137.740575,97.15568,103.331458
2019-05-24,101.984478,104.09236,142.755054,97.879689,104.233002
2019-05-27,101.010264,103.316385,139.93343,97.948781,106.18453
2019-05-28,102.454376,105.873671,140.957292,98.388877,108.036927
2019-05-29,102.962557,105.173503,142.911034,98.966811,111.070019
2019-05-30,102.266247,104.44116,142.731167,99.403054,110.775603
2019-05-31,102.004169,104.465203,141.319166,99.312202,110.852173
2019-06-03,102.620597,103.661209,141.401581,99.64068,110.341908
2019-06-04,101.704696,103.750317,141.433626,100.404986,111.579043
2019-06-05,100.94522,103.975365,138.847968,100.543013,109.813323
2019-06-06,100.130934,104.588076,141.16335,100.818353,109.318885
2019-06-07,101.309594,105.577332,142.949345,101.346523,110.353913
2019-06-10,103.117543,107.380494,146.641652,101.939985,111.432867
2019-06-11,104.950226,107.479697,147.640507,102.703566,114.899592
2019-06-12,107.625244,108.90233,152.022613,103.016492,118.502577
2019-06-13,108.180347,109.240439,157.497814,103.439612,120.788395
2019-06-14,109.699329,109.408047,155.14781,103.657025,119.614972
2019-06-17,110.242064,109.317137,151.373607,103.033122,117.557249
2019-06-18,110.506315,108.122794,154.701023,102.828538,117.761423
2019-06-19,110.41357,108.102446,154.503357,103.492409,115.437669
2019-06-20,111.753817,107.341399,156.959712,103.771781,117.319311
2019-06-21,112.314029,108.206973,155.622938,103.940858,117.244287
2019-06-24,112.431841,108.768723,158.381464,104.474991,118.338838
2019-06-25,112.730381,108.448342,160.862377,105.266691,118.772979
2019-06-26,113.392401,109.758866,160.923059,105.532752,121.134109
2019-06-27,112.417462,110.753059,163.383844,105.483798,123.490603
2019-06-28,113.790004,111.710656,161.924517,105.859962,122.903165
2019-07-01,114.994833,112.099309,165.430248,106.929031,124.948343
2019-07-02,113.876014,111.408922,167.17591,106.405061,127.865778
2019-07-03,114.100987,111.097844,167.188396,106.523109,127.628365
2019-07-04,113.583718,111.721136,167.376974,106.950787,128.590875
2019-07-05,111.933462,110.758006,160.84105,105.987507,127.911666
2019-07-08,111.08576,109.241741,158.520239,105.355794,128.101314
2019-07-09,109.69683,108.731645,159.570927,106.040734,129.444376
2019-07-10,111.808561,108.520255,160.264829,105.91827,131.648775
2019-07-11,110.411059,107.841109,152.555787,105.423368,131.446706
2019-07-12,108.784359,108.018793,149.675169,104.47067,131.353401
2019-07-15,106.40169,109.03685,147.795636,103.937177,130.336291
2019-07-16,107.264589,108.606546,150.464989,103.124828,128.728245
2019-07-17,106.185201,108.244351,149.550507,102.30481,124.821964
2019-07-18,105.997318,108.617309,150.317231,102.470832,124.448503
2019-07-19,104.151396,106.958008,147.856318,101.216662,122.641199
2019-07-22,103.556648,106.959118,147.98813,100.218554,121.516254
2019-07-23,104.281855,106.396917,143.848417,100.549262,121.419205
2019-07-24,107.911068,106.58183,144.324894,101.260454,124.878234
2019-07-25,109.007225,107.574198,143.216647,101.708658,126.671217
2019-07-26,109.942041,107.850793,147.667194,102.436059,125.988128
2019-07-29,107.827948,107.626086,147.98913,101.375348,126.317986
2019-07-30,109.10138,108.215227,148.790597,101.289834,126.62516
2019-07-31,111.696242,108.122866,151.833376,101.983235,124.710243
2019-08-01,111.148581,109.39682,152.647422,101.188559,124.790344
2019-08-02,109.955843,109.276363,150.400085,100.828282,122.585248
2019-08-05,110.044829,110.170246,150.550035,102.451012,121.44368
2019-08-06,109.366902,109.255266,147.123409,101.953287,119.417743
2019-08-07,110.75356,109.522026,150.433286,102.420173,118.639541
2019-08-08,109.287307,109.880947,147.424689,101.439102,117.001322
2019-08-09,113.711449,111.563786,152.850026,101.113386,121.114421
2019-08-12,114.405255,110.70173,148.654317,100.142287,120.210882
2019-08-13,117.225605,110.779268,148.974736,101.166246,123.072707
2019-08-14,119.354126,111.464354,151.367185,101.51323,123.329565
2019-08-15,120.32182,111.85008,154.760173,101.188602,123.153252
2019-08-16,118.114657,109.460509,149.189332,99.282782,120.932446
2019-08-19,117.288152,108.472428,149.536389,99.663139,120.932796
2019-08-20,118.964288,110.141459,148.376429,99.804147,120.082542
2019-08-21,120.261058,108.542128,148.489341,100.010962,121.358811
2019-08-22,121.487349,108.126033,151.406927,99.643374,124.256383
2019-08-23,122.008551,109.238594,157.018398,101.033729,126.571617
2019-08-26,122.846366,108.808845,160.744323,100.902911,127.910723
2019-08-27,119.371528,107.037223,157.192367,100.427797,126.86753
2019-08-28,121.589332,108.02591,157.218922,100.18325,126.439665
2019-08-29,119.690288,106.257951,157.706454,98.989572,126.13912
2019-08-30,118.865676,107.323452,157.435089,99.250509,126.713196
2019-09-02,117.446924,106.988034,151.326272,99.259916,123.799373
2019-09-03,118.036546,108.183031,148.387438,98.797941,124.129015
2019-09-04,117.489799,106.886603,146.452172,98.36072,123.534527
2019-09-05,117.554129,107.882609,146.645042,98.254198,125.471909
2019-09-06,119.020588,110.120691,148.417164,99.38367,128.985296
2019-09-09,119.716712,111.015294,150.019948,100.051192,128.925886
2019-09-10,120.429036,111.89248,149.016861,100.140876,128.274713
2019-09-11,121.99309,112.373876,155.302993,100.288066,128.84235
2019-09-12,121.045949,110.6996,155.913683,100.123537,126.125939
2019-09-13,119.69132,110.312076,159.449708,101.09449,126.572165
2019-09-16,121.396209,109.527683,162.280682,101.326359,126.876036
2019-09-17,121.785096,109.783375,167.1458,101.358648,127.88566
2019-09-18,123.539552,111.428823,168.165345,102.421034,129.641542
2019-09-19,120.636572,111.456587,169.851938,102.230193,128.968376
2019-09-20,121.548321,112.134798,171.326371,102.630815,132.460226
2019-09-23,120.688661,110.26507,169.474671,102.729534,132.260466
2019-09-24,119.210368,108.026452,168.611159,104.450867,131.343741
2019-09-25,117.932288,106.90439,165.766217,103.612841,128.792432
2019-09-26,118.612572,106.064188,167.22153,104.025386,128.252506
2019-09-27,120.926845,107.032656,172.050329,105.214816,132.378395
2019-09-30,121.466853,108.244714,172.330892,104.615392,133.046247
2019-10-01,120.745912,108.21226,171.122067,104.694083,134.012453
2019-10-02,120.05224,107.877266,173.228638,104.615739,134.020572
2019-10-03,121.8661,107.334485,173.803487,104.891321,134.174725
2019-10-04,122.629303,107.200166,171.837595,105.404161,135.998028
2019-10-07,122.674233,107.971153,170.416619,105.231482,135.639951
2019-10-08,124.150793,108.975421,171.318669,106.080897,138.671131
2019-10-09,123.481291,109.511862,171.551095,107.120945,137.338581
2019-10-10,124.388688,110.33425,178.097617,107.52181,138.229385
2019-10-11,125.377996,111.840314,178.502538,107.92754,137.170414
2019-10-14,126.240471,111.488019,183.28453,107.759577,136.832226
2019-10-15,129.776184,112.267162,185.369222,107.829429,137.406974
2019-10-16,130.690625,112.977786,186.069078,107.444539,137.448696
2019-10-17,128.956605,112.239324,184.77518,107.824213,136.544232
2019-10-18,128.012276,111.229986,182.457819,107.014489,135.309841
2019-10-21,128.003493,110.352206,175.007679,107.030721,135.852912
2019-10-22,131.266613,111.902392,174.539588,108.561661,139.708089
2019-10-23,132.18079,110.816296,173.297984,108.208698,138.726572
2019-10-24,134.000298,110.747963,170.975025,107.505333,141.828993
2019-10-25,134.695759,109.812684,169.289767,107.079394,142.010775
2019-10-28,134.051531,109.860611,168.772475,105.880722,143.543238
2019-10-29,131.10026,109.718672,169.085325,105.455453,142.546108
2019-10-30,131.838216,109.674853,166.757335,105.137606,140.170343
2019-10-31,133.159618,109.391369,167.806314,105.493725,140.13623
2019-11-01,133.651176,110.420383,168.647501,105.228584,138.0125
2019-11-04,134.145504,110.569747,166.363376,106.324616,140.743312
2019-11-05,134.703059,111.968888,167.166184,106.943482,142.977516
2019-11-06,134.748405,112.735497,162.329047,106.544649,142.441273
2019-11-07,135.212725,113.323138,163.570751,106.97869,143.966903
2019-11-08,133.197629,112.795934,166.999131,106.9854,142.159785
2019-11-11,134.245814,112.563756,169.481555,106.816469,143.357989
2019-11-12,133.798332,114.403335,176.593156,106.974528,145.344613
2019-11-13,133.260392,113.97006,178.0725,107.114089,146.456737
2019-11-14,131.83962,114.266865,177.844444,106.771586,146.425137
2019-11-15,132.457383,114.178991,176.250156,106.855493,147.369286
2019-11-18,133.24087,113.577952,177.445361,106.49965,146.059232
2019-11-19,133.700901,113.370274,184.450991,107.066104,147.191383
2019-11-20,135.134842,112.235279,181.821976,106.415987,148.219754
2019-11-21,134.453204,110.695464,182.145574,106.712576,147.952005
2019-11-22,133.658078,111.578855,189.298792,107.232204,153.37994
2019-11-25,132.128674,111.44028,186.936628,107.961401,155.389544
2019-11-26,132.438289,111.425703,187.524611,107.717215,154.528162
2019-11-27,131.44957,110.969459,188.808054,106.730589,152.242492
2019-11-28,132.617158,111.472559,186.833438,106.422996,157.26562
2019-11-29,133.94984,111.603516,186.553319,106.946789,157.484861
2019-12-02,137.292059,111.805249,192.771055,107.91082,160.132769
2019-12-03,139.099114,113.347083,197.86891,108.094397,161.109177
2019-12-04,140.482422,115.218195,199.645467,108.195874,162.239581
2019-12-05,139.392254,114.42903,199.388766,108.524815,158.946885
2019-12-06,139.216041,114.580192,200.409376,107.842628,160.024526
2019-12-09,141.025572,116.191272,209.007179,108.517328,165.390859
2019-12-10,140.83104,114.853109,204.313499,107.302087,161.748047
2019-12-11,141.510925,114.169618,205.189459,107.646755,160.899093
2019-12-12,141.519782,114.255453,202.597265,107.358354,161.138577
2019-12-13,139.777097,113.435566,200.486569,106.876351,160.97155
2019-12-16,141.105116,114.711137,200.310748,107.329244,163.376234
2019-12-17,139.547547,115.462529,203.318069,106.180222,161.263737
2019-12-18,138.826579,113.28363,201.811206,105.234913,161.501808
2019-12-19,141.027973,113.88869,199.087595,105.660139,162.484695
2019-12-20,141.218154,113.19205,201.589586,105.472402,163.060037
2019-12-23,138.678713,114.632416,201.317825,106.306858,165.178507
2019-12-24,140.159483,115.780529,204.535395,106.755135,168.759487
2019-12-25,142.085241,116.662254,206.867959,107.749176,169.658109
2019-12-26,142.509395,117.815793,208.162104,108.572503,171.285224
2019-12-27,142.146056,116.008025,207.388585,107.860532,168.384346
2019-12-30,138.51437,114.581322,204.21077,105.512436,162.69175
2019-12-31,137.852567,114.957229,202.925518,104.757389,164.950724
2020-01-01,132.500884,115.251986,196.783641,104.74925,165.694795
2020-01-02,130.167845,113.345796,191.357913,102.92236,163.074652
2020-01-03,132.323642,114.182238,193.767445,103.090079,163.378873
2020-01-06,132.827628,112.539573,200.496392,103.431214,162.529447
2020-01-07,133.091735,113.356862,202.295284,104.257407,165.188371
2020-01-08,135.233373,113.649894,204.493445,104.854265,166.045437
2020-01-09,137.100068,114.313581,206.644164,104.353675,168.271473
2020-01-10,137.350285,114.815709,214.919558,105.461957,170.83601
2020-01-13,137.504552,115.650711,218.428301,106.141821,172.29736
2020-01-14,138.345251,116.381376,225.315123,106.996802,173.159396
2020-01-15,137.616499,115.686085,214.860108,106.403666,169.902581
2020-01-16,138.161172,117.388921,222.213579,106.571668,175.46863
2020-01-17,137.612726,116.905104,221.641783,106.224376,175.642584
2020-01-20,139.45058,116.885595,225.40102,107.321862,176.471686
2020-01-21,138.842763,116.945332,224.948588,106.788087,177.134485
2020-01-22,139.597285,116.923722,227.123433,106.718465,178.830243
2020-01-23,139.257656,116.68239,232.443817,107.861274,181.392386
2020-01-24,139.200712,117.132599,232.802362,108.073795,180.047629
2020-01-27,139.050602,119.33675,231.973007,108.572429,178.39072
2020-01-28,139.884165,119.556052,237.404666,107.463268,177.24115
2020-01-29,141.965615,117.973555,232.529512,107.379809,178.851804
2020-01-30,143.169584,118.660862,233.012195,107.742183,179.602485
2020-01-31,141.372628,120.088035,224.770564,107.763989,180.414918
2020-02-03,140.255747,120.94633,227.039736,107.259049,179.270312
2020-02-04,142.091181,122.736007,232.465057,107.589385,177.567362
2020-02-05,142.427407,122.805813,236.297285,107.736192,180.678481
2020-02-06,143.848997,124.215612,249.631271,109.140647,184.889229
2020-02-07,144.127143,124.530992,250.216286,109.403103,183.624628
2020-02-10,147.081224,126.09757,257.856649,109.584133,186.840412
2020-02-11,148.407905,125.495824,261.785807,110.08903,186.844436
2020-02-12,145.360951,125.069949,263.348953,109.291939,183.374605
2020-02-13,146.282048,125.675554,261.768222,109.855387,182.433864
2020-02-14,146.658609,124.842842,264.873278,110.819081,180.71719
2020-02-17,147.187477,126.118108,268.789799,111.470657,185.598639
2020-02-18,149.235472,126.132413,272.281574,112.205647,187.563384
2020-02-19,148.934374,126.410265,270.245688,112.377007,191.074771
2020-02-20,150.207618,127.17428,270.349574,112.785256,190.21843
2020-02-21,149.985741,127.220597,271.378842,112.962519,193.508446
2020-02-24,152.301639,128.669004,278.295999,113.083927,195.838521
2020-02-25,153.185917,129.715418,275.911412,112.223406,196.159094
2020-02-26,152.637538,128.626064,274.811185,111.592025,194.112452
2020-02-27,152.599858,128.819891,277.479227,110.949883,196.437586
2020-02-28,154.391389,127.38719,266.932715,111.467796,193.046003
2020-03-02,155.468352,127.30171,257.514949,109.898456,192.326588
2020-03-03,158.230185,126.448557,259.639947,109.487838,195.093417
2020-03-04,160.642001,126.038131,256.348065,109.002807,193.225121
2020-03-05,158.377972,125.558413,253.187723,108.257809,193.208525
2020-03-06,158.44339,123.418827,247.889231,108.457688,196.407308
2020-03-09,158.709709,123.169102,245.868203,108.864032,197.646479
2020-03-10,156.164233,123.071178,239.30426,108.346195,197.167319
2020-03-11,153.996061,122.608058,235.960048,107.025825,199.314517
2020-03-12,151.934012,119.576013,237.997624,106.542592,197.738072
2020-03-13,155.54302,121.675109,241.524873,107.059506,199.557517
2020-03-16,152.337571,121.154561,232.369595,104.586535,193.205589
2020-03-17,152.1334,120.826239,234.402282,104.490989,194.242188
2020-03-18,153.059669,121.624846,237.795053,105.033464,194.366328
2020-03-19,153.886282,122.70591,241.930245,104.146753,195.311566
2020-03-20,153.898392,123.493938,245.442931,105.721956,200.491921
2020-03-23,154.396133,123.03405,239.800918,104.521824,199.032188
2020-03-24,154.957487,122.842347,240.306719,103.942336,195.908401
2020-03-25,156.176185,124.181016,243.309633,104.180479,200.567487
2020-03-26,153.766437,124.029248,244.097749,102.890271,197.387049
2020-03-27,154.984809,123.515606,246.594729,103.194724,200.070123
2020-03-30,150.58945,123.640624,244.70879,103.053645,199.9227
2020-03-31,150.037902,123.42631,238.392163,102.493941,196.136756
2020-04-01,149.531135,124.081574,238.201958,103.018948,203.259969
2020-04-02,151.999905,124.762373,233.708644,102.591038,203.145966
2020-04-03,154.893641,124.487775,236.021686,102.777721,206.866724
2020-04-06,156.987824,125.224658,237.018254,103.04641,212.289434
2020-04-07,156.111235,124.945962,235.942347,102.367312,213.469711
2020-04-08,156.251378,124.905259,241.648791,103.286692,215.831118
2020-04-09,157.659712,125.192264,239.948454,104.558396,215.888499
2020-04-10,157.640131,124.381409,237.652671,104.566094,209.912902
2020-04-13,158.075666,122.618313,239.530617,104.149884,209.336479
2020-04-14,157.31242,122.353829,245.965476,104.008259,208.741105
2020-04-15,159.167358,122.891684,248.323619,103.503854,210.427299
2020-04-16,157.386474,122.132201,242.514536,103.318718,213.039831
2020-04-17,158.659867,122.807839,238.692311,103.076869,211.046769
2020-04-20,160.294472,124.668961,249.305122,103.866261,215.18814
2020-04-21,158.058951,122.138143,246.381487,102.16761,212.198549
2020-04-22,158.112485,122.258554,248.735585,102.428764,207.558033
2020-04-23,156.943708,121.197736,247.734059,101.610345,203.615554
2020-04-24,159.290725,123.05557,249.342515,102.727526,204.034438
2020-04-27,159.323409,123.770228,244.85747,101.960012,206.539491
2020-04-28,157.721205,123.679725,248.56325,101.879764,207.261575
2020-04-29,157.609596,124.567734,250.043306,102.964413,208.491879
2020-04-30,159.375579,126.303818,263.105469,104.904643,214.818539
2020-05-01,162.122464,126.512357,263.576178,104.075799,215.020537
2020-05-04,162.694196,125.293924,263.984994,103.630403,215.808942
2020-05-05,165.854752,128.235723,273.904701,104.521714,223.781383
2020-05-06,164.209981,127.877415,277.030674,104.151356,224.195278
2020-05-07,162.207069,126.34066,279.097009,104.222883,222.539843
2020-05-08,163.38053,125.325124,277.905053,103.631609,222.00025
2020-05-11,164.712941,126.307493,284.320136,104.453677,224.759825
2020-05-12,165.963396,126.905291,291.275606,104.564669,224.986635
2020-05-13,165.814623,128.598474,293.590449,104.686302,227.954454
2020-05-14,169.702221,127.870004,293.635817,103.9734,229.072597
2020-05-15,167.629392,126.842904,293.450097,103.698464,229.178126
2020-05-18,167.271055,127.703246,288.998214,102.603393,224.473254
2020-05-19,167.719739,127.5506,289.269695,102.268404,223.199856
2020-05-20,165.854411,126.867257,283.672907,101.288981,219.623747
2020-05-21,164.83984,126.394896,282.355413,100.412132,217.550006
2020-05-22,163.850452,126.916112,283.23112,100.006258,217.183962
2020-05-25,164.770313,127.249845,287.296341,100.088918,218.272622
2020-05-26,165.04897,127.622064,280.763171,99.575606,211.897321
2020-05-27,164.198727,127.019817,274.954269,99.288578,206.800268
2020-05-28,164.024084,128.985057,274.974496,100.701807,211.566143
2020-05-29,162.599184,128.137068,272.458435,101.375807,212.914302
2020-06-01,164.978694,128.630515,279.824916,101.877749,217.072444
2020-06-02,165.879617,126.901669,273.049381,100.379594,211.617295
2020-06-03,165.847489,127.700762,281.457692,101.458969,214.135066
2020-06-04,163.543164,127.779882,274.347218,102.239073,210.88607
2020-06-05,160.626153,127.321822,272.559074,102.318823,212.998284
2020-06-08,157.490657,126.196889,262.153513,101.824856,209.031186
2020-06-09,156.752717,126.517885,267.541414,101.090149,205.774643
2020-06-10,158.137264,126.959931,271.845017,100.93135,205.745874
2020-06-11,160.059322,127.41869,273.881854,101.337313,211.156249
2020-06-12,159.895002,128.673218,284.777418,100.71939,214.109517
2020-06-15,158.891327,125.887383,272.675485,100.949446,213.412839
2020-06-16,158.669856,127.249398,281.358174,100.551188,219.313694
2020-06-17,162.017026,128.87649,288.20825,101.735618,225.542039
2020-06-18,162.817004,129.051382,285.966302,100.751808,213.187624
2020-06-19,160.212767,128.170468,279.776421,99.92247,217.146618
2020-06-22,160.894618,128.646104,283.329517,99.352653,219.00003
2020-06-23,159.21489,128.076701,281.554751,98.39802,223.229579
2020-06-24,158.41478,132.361188,294.219919,99.280173,219.134507
2020-06-25,153.984994,131.281826,287.044145,100.308394,220.764415
2020-06-26,158.067104,131.868297,271.106666,100.181634,225.938084
2020-06-29,163.122745,133.114903,276.523601,100.148752,227.963433
2020-06-30,163.904451,135.150084,291.238307,101.020576,231.729501
2020-07-01,162.869095,131.076273,275.283414,100.59325,226.088954
2020-07-02,162.546855,132.787727,272.761876,100.145439,228.04766
2020-07-03,161.235589,130.615503,265.221725,100.884777,226.984312
2020-07-06,161.309983,126.969724,262.516603,100.936583,230.591275
2020-07-07,166.734499,129.249682,277.306866,101.625768,247.31879
2020-07-08,164.42439,129.850131,284.859849,102.404304,243.554988
2020-07-09,168.344363,130.643903,298.873515,104.091955,246.536749
2020-07-10,168.086469,129.715251,304.747897,103.780046,243.065545
2020-07-13,169.956767,130.356952,319.248121,103.577832,236.250437
2020-07-14,173.840543,127.922505,330.573242,104.613845,232.368496
2020-07-15,174.839885,128.716759,330.416825,105.209462,231.450887
2020-07-16,172.375205,128.931147,341.02004,105.692616,226.842145
2020-07-17,168.667972,125.436755,333.264747,104.110309,222.683298
2020-07-20,165.65043,125.760175,323.424765,105.175026,216.699658
2020-07-21,165.220288,125.467829,335.565887,105.623758,222.792352
2020-07-22,165.433187,122.85762,318.180282,105.785795,220.07739
2020-07-23,168.45906,122.848867,331.698148,108.098759,222.216608
2020-07-24,163.741089,123.298655,325.119253,108.231185,226.562323
2020-07-27,162.277319,123.413391,327.172531,108.173822,232.592686
2020-07-28,167.507964,124.365621,339.855012,109.498513,233.466735
2020-07-29,166.347965,125.438265,346.696025,110.405183,231.811472
2020-07-30,168.117481,125.627631,362.332795,111.595,230.93593
2020-07-31,168.59825,127.425193,363.533519,110.114378,227.171644
2020-08-03,167.26535,126.773401,348.363575,109.314368,222.632314
2020-08-04,163.34718,127.071441,363.805289,109.034783,226.633471
2020-08-05,165.331358,128.455817,363.5128,108.944176,231.083783
2020-08-06,166.560039,130.102983,369.950704,110.564027,228.122554
2020-08-07,165.646853,131.376753,362.407376,110.619087,229.611464
2020-08-10,159.434262,129.849118,382.306276,110.379772,229.760859
2020-08-11,161.470213,130.295833,391.16354,111.965839,230.761295
2020-08-12,163.984651,134.289753,422.214091,114.890152,239.881797
2020-08-13,162.389404,132.730735,429.979151,118.091569,237.948457
2020-08-14,162.883715,131.012582,420.692137,118.138939,236.409238
2020-08-17,164.373214,133.002703,415.290498,118.109294,239.263854
2020-08-18,161.417494,127.818113,422.012598,117.328814,232.499277
2020-08-19,159.858876,129.242214,435.005328,116.998462,232.704822
2020-08-20,158.994677,126.105606,421.465271,115.992209,228.064908
2020-08-21,155.774632,127.860889,403.754094,117.033295,228.992484
2020-08-24,156.520261,128.294719,405.596717,118.202928,229.001138
2020-08-25,149.656831,127.126958,375.948306,116.4325,223.269514
2020-08-26,151.003647,126.956184,367.001211,115.77404,234.858718
2020-08-27,151.386869,128.233812,364.261077,114.015687,235.71489
2020-08-28,152.921462,129.422604,368.134419,114.337389,240.417387
